STD_ID,Пол,Статус,Дата выпуска,Категория обучения,Форма обучения,Шифр,направление (специальность),Образование,Дата выдачи,Что именно закончил
176754,Ж,СТ,,БП,З,35.03.01,Лесное дело,СП,2017-04-28 00:00:00,НОВГОРОДСКИЙ АГРОТЕХНИЧЕСКИЙ ТЕХНИКУМ
184582,М,ВЫП,2020-01-31,ДОГ,З,08.04.01,Строительство,СР,2013-06-21 00:00:00,МОУ СОШ д.Мойка
173632,Ж,СТ,,БП,Д,05.03.06,Экология и природопользование,СР,2017-06-27 00:00:00,"СРЕДНЯЯ ШКОЛА , Лаврово ДЕМЯНСКИЙ р-н"
175889,М,СТ,,БП,Д,05.03.06,Экология и природопользование,СР,2017-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
175857,М,СТ,,БП,Д,35.03.01,Лесное дело,СР,2017-06-29 00:00:00,"МОСШ N   2, ВАЛДАЙ"
184656,Ж,ВЫП,2020-01-31,ДОГ,З,40.04.01,Юриспруденция,СР,2011-06-22 00:00:00,"СРЕДНЯЯ ШКОЛА N  23, НОВГОРОД"
184664,Ж,ВЫП,2020-01-31,ДОГ,З,40.04.01,Юриспруденция,СР,2013-06-21 00:00:00,"СОШ , МАРЕВО"
184659,М,ВЫП,2020-01-31,ДОГ,З,40.04.01,Юриспруденция,СР,2012-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
190689,Ж,СТ,,БП,З,36.04.02,Зоотехния,СР,2010-06-18 00:00:00,"МОУ СОШ  Устюцкое, ПЕСТОВСКИЙ р-н"
190689,Ж,СТ,,БП,З,36.04.02,Зоотехния,СП,2014-06-26 00:00:00,НОВГОРОДСКИЙ АГРОТЕХНИЧЕСКИЙ ТЕХНИКУМ
175970,М,СТ,,БП,Д,13.03.01,Теплоэнергетика и теплотехника,СР,2017-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, КРЕСТЦЫ"
190676,М,СТ,,БП,Д,11.04.03,Конструирование и технология электронных средств,СР,2014-06-21 00:00:00,"СРЕДНЯЯ ШКОЛА N  14, НОВГОРОД"
190767,Ж,СТ,,БП,Д,45.04.01,Филология,СР,2014-06-20 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
193695,Ж,СТ,,ДОГ,З,38.03.02,Менеджмент,ОО,2015-06-19 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
193695,Ж,СТ,,ДОГ,З,38.03.02,Менеджмент,СП,2018-06-26 00:00:00,ГУМАНИТАРНО-ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ НОВГУ
194981,М,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2017-06-27 00:00:00,"СРЕДНЯЯ ШКОЛА N  16, НОВГОРОД"
188972,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2016-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
182812,Ж,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2017-06-30 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
176682,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2017-06-28 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162125,М,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2014-06-26 00:00:00,"Вечерняя школа № 1, г.НОВГОРОД"
176124,М,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2017-06-21 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
173721,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2017-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N   7, БОРОВИЧИ"
176104,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2017-06-29 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
176121,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2016-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
173692,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2017-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
176119,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2017-06-30 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, НОВГОРОД"
176126,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2017-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
173694,М,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2017-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА , ЛЮБЫТИНО"
178406,Ж,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2017-06-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
188603,Ж,СТ,,БП,Д,38.03.02,Менеджмент,СР,2017-06-24 00:00:00,МОСШ п. Волот
188969,М,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2011-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
178226,Ж,СТ,,ДОГ,З,38.03.01,Экономика,ОО,2013-06-17 00:00:00,"СРЕДНЯЯ ШКОЛА N   4, НОВГОРОД"
178226,Ж,СТ,,ДОГ,З,38.03.01,Экономика,СП,2017-06-27 00:00:00,ГУМАНИТАРНО-ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ НОВГУ
161072,М,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2016-06-23 00:00:00,"ГИМНАЗИЯ N   2, НОВГОРОД"
151463,Ж,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2015-06-23 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
92353,Ж,ВЫП,2019-06-30,ДОГ,Д,31.05.01,Лечебное дело,СР,2012-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
141960,М,СТ,,ДОГ,З,08.03.01,Строительство,СР,2015-06-23 00:00:00,"МСОШ N 1 с углубленным изучением, СТАРАЯ РУССА"
142257,Ж,СТ,,БП,Д,45.03.02,Лингвистика,СР,2015-06-23 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
163000,Ж,СТ,,ДОГ,В,54.03.01,Дизайн,СП,2016-06-17 00:00:00,ТЕХНИКУМ ДРУГОЙ
178319,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2017-06-29 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
200322,Ж,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2019-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
200268,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2019-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142714,М,СТ,,ДОГ,З,08.03.01,Строительство,ОО,2011-06-17 00:00:00,"СРЕДНЯЯ ШКОЛА N  22, НОВГОРОД"
142714,М,СТ,,ДОГ,З,08.03.01,Строительство,СП,2015-06-26 00:00:00,Политехнический колледж НовГУ
175990,Ж,СТ,,ДОГ,В,54.03.01,Дизайн,СР,2017-06-29 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
162051,Ж,СТ,,ДОГ,З,09.03.01,Информатика и вычислительная техника,СР,2016-06-24 00:00:00,"ГИМНАЗИЯ ""ИСТОК"""
170280,Ж,ВЫП,2020-01-31,ДОГ,З,40.04.01,Юриспруденция,,,
170290,Ж,ВЫП,2020-01-31,ДОГ,З,40.04.01,Юриспруденция,СР,2008-06-27 00:00:00,"МОУ СОШ (полная), ХОЛМ"
170315,М,ВЫП,2020-01-31,ДОГ,З,40.04.01,Юриспруденция,СР,2009-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
170261,Ж,ВЫП,2020-01-31,ДОГ,З,40.04.01,Юриспруденция,СР,2012-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
170281,Ж,ВЫП,2020-01-31,ДОГ,З,40.04.01,Юриспруденция,,,
102661,М,ВЫП,2019-06-30,ДОГ,Д,31.05.01,Лечебное дело,СР,2009-12-01 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
97441,Ж,ВЫП,2019-08-31,БП,Д,31.05.01,Лечебное дело,СР,2013-06-24 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
96991,Ж,ВЫП,2019-08-31,БП,Д,31.05.01,Лечебное дело,СР,2013-06-21 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
100686,Ж,ВЫП,2019-08-31,БП,Д,31.05.01,Лечебное дело,СР,2013-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
91284,М,ВЫП,2019-06-30,БП,Д,31.05.01,Лечебное дело,СР,2012-06-27 00:00:00,"Вечерняя школа № 1, г.НОВГОРОД"
120706,М,ВЫП,2019-06-30,ДОГ,Д,31.05.03,Стоматология,СР,2014-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
117173,Ж,ВЫП,2019-08-31,БП,Д,31.05.03,Стоматология,СР,2014-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
120717,М,ВЫП,2019-08-31,БП,Д,31.05.03,Стоматология,СР,2014-06-21 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
117158,Ж,ВЫП,2019-08-31,БП,Д,33.05.01,Фармация,СР,2012-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
117191,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2014-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
120765,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2014-06-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
151282,М,ВЫП,2019-08-31,БП,Д,38.03.02,Менеджмент,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
142002,Ж,ВЫП,2019-08-31,БП,Д,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,СР,2015-06-26 00:00:00,"МСОШ (полная) N 4, МАЛАЯ ВИШЕРА"
141998,М,ВЫП,2019-06-30,БП,Д,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,СР,2015-06-26 00:00:00,"МОСШ N   4, с.Яжелбицы ВАЛДАЙСКИЙ р-н"
140123,М,ВЫП,2019-06-30,БП,Д,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,СР,2015-06-26 00:00:00,МСОШ МОШЕНСКОЕ
141999,М,ВЫП,2019-06-30,БП,Д,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,СР,2015-06-26 00:00:00,"ГИМНАЗИЯ N   3, НОВГОРОД"
142001,М,ВЫП,2019-08-31,БП,Д,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,СР,2015-06-26 00:00:00,"МСОШ (полная) N 4, МАЛАЯ ВИШЕРА"
142255,Ж,ВЫП,2019-08-31,БП,Д,45.03.02,Лингвистика,СР,2015-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142264,Ж,ВЫП,2019-08-31,БП,Д,45.03.02,Лингвистика,СР,2015-06-24 00:00:00,"СРЕДНЯЯ ШКОЛА N   8, НОВГОРОД"
141790,М,ВЫП,2019-08-31,БП,Д,21.03.02,Землеустройство и кадастры,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ , СТАРАЯ РУССА"
140121,М,ВЫП,2019-08-31,БП,Д,21.03.02,Землеустройство и кадастры,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  34, НОВГОРОД"
142697,М,ВЫП,2019-08-31,БП,Д,38.03.03,Управление персоналом,СР,2015-06-19 00:00:00,"СРЕДНЯЯ ШКОЛА N   1, БОРОВИЧИ"
141921,М,ВЫП,2019-08-31,БП,Д,05.03.06,Экология и природопользование,СР,2015-06-19 00:00:00,"МСОШ N   8 с углубл. изучением математики, СТАРАЯ РУССА"
141919,Ж,ВЫП,2019-08-31,БП,Д,05.03.06,Экология и природопользование,СР,2015-06-23 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
142826,Ж,ВЫП,2019-08-31,БП,Д,35.03.04,Агрономия,СР,2015-06-26 00:00:00,"МСОШ N 5 с углубл. изучением химии и биологии, СТАРАЯ РУССА"
152629,Ж,ВЫП,2019-08-31,БП,Д,35.03.04,Агрономия,СР,2015-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
141886,М,ВЫП,2019-08-31,БП,Д,35.03.06,Агроинженерия,СП,2014-06-27 00:00:00,"КОЛЛЕДЖ СТРОИТЕЛЬСТВА, ПРЕДПРИНИМАТЕЛЬСТВА И ПРАВА г.В.Новгород"
141882,М,ВЫП,2019-08-31,БП,Д,35.03.06,Агроинженерия,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N   4, НОВГОРОД"
141880,М,ВЫП,2019-08-31,БП,Д,35.03.06,Агроинженерия,СР,2015-06-19 00:00:00,Чечулинская СОШ  НОВГОРОДСКИЙ р-н
141939,М,СТ,,БП,Д,04.05.01,Фундаментальная и прикладная химия,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, НОВГОРОД"
151247,М,ВЫП,2019-06-30,ДОГ,Д,38.03.01,Экономика,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА N  10, НОВГОРОД"
151241,Ж,ВЫП,2019-06-30,ДОГ,Д,38.03.01,Экономика,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  13, НОВГОРОД"
151242,М,ВЫП,2019-08-31,БП,Д,38.03.01,Экономика,СР,2015-06-12 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
151259,Ж,ВЫП,2019-06-30,ДОГ,Д,38.03.01,Экономика,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  14, НОВГОРОД"
142318,Ж,СТ,,БП,Д,33.05.01,Фармация,СР,2015-06-19 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142309,Ж,СТ,,БП,Д,33.05.01,Фармация,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
141823,М,ВЫП,2019-08-31,БП,Д,11.03.01,Радиотехника,СР,2015-06-27 00:00:00,"СРЕДНЯЯ ШКОЛА N  23, НОВГОРОД"
151383,Ж,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2015-06-19 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142169,Ж,СТ,,БП,Д,31.05.03,Стоматология,СР,2015-06-19 00:00:00,"МСОШ N   8 с углубл. изучением математики, СТАРАЯ РУССА"
142164,Ж,СТ,,БП,Д,31.05.03,Стоматология,СР,2015-06-19 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
151443,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142812,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-22 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
151477,Ж,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2015-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
140011,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА , ДЕМЯНСК"
140033,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
140054,М,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ ""ИСТОК"""
140055,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2014-06-21 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
140034,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-23 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
140068,М,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-20 00:00:00,"МОУ СОШ N   1, СОЛЬЦЫ с филиалом в Куклино"
151492,М,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-27 00:00:00,"ГИМНАЗИЯ N   1, НОВГОРОД"
142217,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
151435,Ж,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2015-06-18 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
142196,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-20 00:00:00,"МОУ СОШ N   1, ПЕСТОВО"
151489,М,СТ,,БП,Д,31.05.01,Лечебное дело,,,
151501,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
140028,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-20 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
140032,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2015-06-20 00:00:00,"СРЕДНЯЯ ШКОЛА N  11, БОРОВИЧИ"
141871,М,ВЫП,2019-08-31,БП,Д,36.03.02,Зоотехния,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
141779,Ж,ВЫП,2019-08-31,БП,Д,38.03.02,Менеджмент,СР,2015-06-26 00:00:00,"СРЕДНЯЯ ШКОЛА , Ямник ДЕМЯНСКИЙ р-н"
151285,Ж,ВЫП,2019-08-31,БП,Д,38.03.02,Менеджмент,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
146470,Ж,СТ,,ДОГ,З,38.03.01,Экономика,СП,2012-06-30 00:00:00,ТЕХНИКУМ ДРУГОЙ
162060,М,СТ,,БП,Д,09.03.01,Информатика и вычислительная техника,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА , Неболчи ЛЮБЫТИНСКИЙ р-н"
164639,М,СТ,,ДОГ,Д,09.03.01,Информатика и вычислительная техника,СР,2016-06-23 00:00:00,"ГИМНАЗИЯ ""КВАНТ"""
162167,Ж,СТ,,БП,Д,54.03.01,Дизайн,СР,2015-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  34, НОВГОРОД"
162129,Ж,СТ,,БП,Д,05.03.06,Экология и природопользование,СР,2016-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162134,М,СТ,,БП,Д,05.03.06,Экология и природопользование,СР,2016-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N  13, НОВГОРОД"
162098,М,СТ,,БП,Д,35.03.06,Агроинженерия,СР,2016-06-24 00:00:00,"СРЕДНЯЯ ШКОЛА N   4, НОВГОРОД"
162097,М,СТ,,БП,Д,35.03.06,Агроинженерия,СР,2016-06-24 00:00:00,"МСОШ Большие Боры, СТАРОРУССКИЙ р-н"
162119,Ж,СТ,,БП,Д,06.03.01,Биология,СР,2016-06-28 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162924,М,СТ,,БП,Д,11.03.01,Радиотехника,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  23, НОВГОРОД"
162158,М,СТ,,БП,Д,04.05.01,Фундаментальная и прикладная химия,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  14, НОВГОРОД"
162159,Ж,СТ,,БП,Д,04.05.01,Фундаментальная и прикладная химия,СР,2016-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
164709,Ж,СТ,,ДОГ,Д,45.03.02,Лингвистика,СР,2016-06-24 00:00:00,"СРЕДНЯЯ ШКОЛА N   1, КРЕСТЦЫ"
163044,М,СТ,,БП,Д,45.03.02,Лингвистика,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N   8, БОРОВИЧИ"
162106,Ж,СТ,,БП,Д,35.03.01,Лесное дело,СР,2015-06-20 00:00:00,"МОУ СОШ  Охона, ПЕСТОВСКИЙ р-н"
162105,М,СТ,,БП,Д,35.03.01,Лесное дело,СР,2016-06-24 00:00:00,"ГИМНАЗИЯ ""НОВОСКУЛ"""
114242,Ж,СТ,,БП,Д,36.03.02,Зоотехния,СР,2014-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
161011,Ж,СТ,,БП,Д,36.03.02,Зоотехния,СР,2016-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
163249,М,СТ,,БП,З,35.03.06,Агроинженерия,ОО,2012-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N  31, НОВГОРОД"
163249,М,СТ,,БП,З,35.03.06,Агроинженерия,СП,2016-06-28 00:00:00,Политехнический колледж НовГУ
170348,Ж,СТ,,ДОГ,З,08.03.01,Строительство,СП,2016-06-30 00:00:00,ГУНПО технологический профессиональный лицей
170355,Ж,ВЫП,2019-06-30,ДОГ,З,08.03.01,Строительство,,,
162448,Ж,СТ,,БП,Д,42.03.02,Журналистика,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  26, НОВГОРОД"
163047,М,СТ,,БП,Д,42.03.02,Журналистика,СР,2016-06-24 00:00:00,"МСОШ Анциферово, ХВОЙНИНСКИЙ р-н"
164732,Ж,СТ,,БП,Д,42.03.02,Журналистика,СР,2016-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
164736,М,СТ,,БП,Д,42.03.02,Журналистика,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  23, НОВГОРОД"
164804,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2016-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
161106,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2016-06-28 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
165272,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2014-06-27 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
165315,М,СТ,,ДОГ,Д,31.05.01,Лечебное дело,СР,2015-01-01 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
164825,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2016-06-30 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
164577,Ж,СТ,,ДОГ,Д,38.03.01,Экономика,СР,2016-06-24 00:00:00,"СРЕДНЯЯ ШКОЛА N   8, НОВГОРОД"
164578,Ж,СТ,,ДОГ,Д,38.03.01,Экономика,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N  31, НОВГОРОД"
162345,Ж,СТ,,БП,Д,33.05.01,Фармация,СР,2016-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
164842,М,СТ,,ДОГ,Д,33.05.01,Фармация,СР,2016-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162353,Ж,СТ,,БП,Д,33.05.01,Фармация,СР,2016-06-25 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
170684,Ж,СТ,,ДОГ,Д,38.03.04,Государственное и муниципальное управление,СР,2016-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162356,М,СТ,,БП,Д,31.05.03,Стоматология,СР,2016-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
164861,М,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2016-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
164873,Ж,СТ,,ДОГ,Д,31.05.03,Стоматология,СР,2016-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162361,Ж,СТ,,БП,Д,31.05.03,Стоматология,СР,2016-06-27 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
151254,Ж,СТ,,ДОГ,З,38.03.01,Экономика,СР,2015-06-25 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
161996,Ж,СТ,,БП,Д,38.03.02,Менеджмент,СР,2016-06-24 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162005,Ж,СТ,,БП,Д,38.03.02,Менеджмент,СР,2016-06-23 00:00:00,"СРЕДНЯЯ ШКОЛА N   9, НОВГОРОД"
161984,Ж,СТ,,БП,Д,38.03.02,Менеджмент,СР,2016-06-23 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
170404,Ж,СТ,,ДОГ,З,38.03.01,Экономика,СП,2016-06-22 00:00:00,ТЕХНИКУМ ДРУГОЙ
170409,Ж,СТ,,ДОГ,З,38.03.01,Экономика,СР,2014-06-24 00:00:00,"МСОШ Сусолово, СТАРОРУССКИЙ р-н"
170409,Ж,СТ,,ДОГ,З,38.03.01,Экономика,СП,2016-06-23 00:00:00,НОВГОРОДСКИЙ АГРОТЕХНИЧЕСКИЙ ТЕХНИКУМ
142745,Ж,ВЫП,2019-08-31,БП,Д,06.03.01,Биология,СР,2015-06-26 00:00:00,ИНОГОРОДНЯЯ СРЕДНЯЯ ШКОЛА
162216,Ж,СТ,,БП,Д,13.03.01,Теплоэнергетика и теплотехника,СР,2016-06-26 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
162999,М,СТ,,БП,Д,13.03.01,Теплоэнергетика и теплотехника,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N   2, НОВГОРОД"
162998,М,СТ,,БП,Д,13.03.01,Теплоэнергетика и теплотехника,СР,2016-06-26 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
164615,М,СТ,,ДОГ,Д,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,СР,2016-06-25 00:00:00,"СРЕДНЯЯ ШКОЛА N   8, БОРОВИЧИ"
141824,Ж,СТ,,БП,Д,11.03.01,Радиотехника,СР,2015-06-26 00:00:00,Бронницкая СОШ  НОВГОРОДСКИЙ р-н
164588,Ж,СТ,,ДОГ,Д,38.03.01,Экономика,СР,2016-06-24 00:00:00,"ЛИЦЕЙ-ИНТЕРНАТ , НОВГОРОД"
162010,Ж,СТ,,БП,Д,21.03.02,Землеустройство и кадастры,СР,2016-06-24 00:00:00,"СРЕДНЯЯ ШКОЛА N  33, НОВГОРОД"
151382,Ж,СТ,,ДОГ,Д,31.05.03,Стоматология,СП,2015-06-30 00:00:00,ТЕХНИКУМ ДРУГОЙ
162375,Ж,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2016-06-26 00:00:00,"ГИМНАЗИЯ N  4, НОВГОРОД"
161067,М,СТ,,БП,Д,31.05.01,Лечебное дело,СР,2016-06-23 00:00:00,"ГИМНАЗИЯ N   3, НОВГОРОД"
